Title,Genre,IMDB Rating,Rating
Rugrats in Paris: The Movie - Rugrats II,"Animation, Adventure, Comedy",6.2,G
Run,"Mystery, Thriller",6.7,PG-13
Runaway Bride,"Comedy, Romance",5.6,PG
Running for Grace,"Family, Romance",6.2,TV-14
Running Out Of Time,Thriller,4.3,TV-14
Russell Howard: Recalibrate,Comedy,7.4,TV-MA
Russell Madness,Family,4.2,PG
Rust Creek,"Crime, Drama, Thriller",5.9,R
Rustom,"Crime, Drama, Thriller",7.1,Not Rated
S.W.A.T.,"Action, Adventure, Crime",6.0,PG-13
Saaho,"Action, Thriller",5.2,Not Rated
Sabrina,"Comedy, Drama, Romance",7.7,Passed
Sacred Games,"Action, Crime, Drama",8.6,TV-MA
Sadie's Last Days on Earth,Comedy,5.3,Unrated
Safety Not Guaranteed,"Comedy, Drama, Romance",7.0,R
Sahara,"Action, Adventure, Comedy",6.0,PG-13
Saheb Biwi Aur Gangster Returns,"Action, Crime, Drama",6.8,Not Rated
Sairat,"Drama, Romance",8.3,Not Rated
Sam Jay: 3 in the Morning,Comedy,6.4,TV-MA
Sam Kinison: Breaking the Rules,"Documentary, Comedy",7.3,R
The Sam Kinison Family Entertainment Hour,"Documentary, Comedy, Music",6.8,Not Rated
Sam Kinison: Live in Vegas,Comedy,4.6,TV-MA
Same Kind of Different as Me,"Biography, Drama",6.7,PG-13
Sample This,"Documentary, Music",6.4,Not Rated
Samson,"Action, Drama",4.4,PG-13
Sand Castle,"Action, Drama, War",6.3,TV-MA
Sandy Wexler,Comedy,5.2,TV-14
Sanju,"Biography, Comedy, Drama",7.7,TV-MA
Santa Claws,"Family, Fantasy",3.1,TV-PG
Santa's Apprentice,"Animation, Comedy, Family",6.4,G
Santana,"Action, Crime, Drama",3.8,TV-MA
Sarah Cooper: Everything's Fine,Comedy,5.6,TV-MA
Sarah Silverman: A Speck of Dust,Comedy,6.8,TV-MA
The Satan Bug,"Crime, Mystery, Sci-Fi",6.2,Approved
Satrangi Re,"Music, Musical",6.9,Not Rated
Saturday Church,"Drama, Fantasy, Music",6.0,Not Rated
Savage Dog,"Action, Drama",5.0,TV-14
Saving Capitalism,Documentary,6.8,TV-PG
Saving Mr. Banks,"Biography, Comedy, Drama",7.5,PG-13
Saving Zoë,"Crime, Drama, Mystery",5.3,R
Scales: Mermaids Are Real,"Adventure, Family, Fantasy",4.3,PG
Scarecrow,Drama,7.3,R
Scary Movie,Comedy,6.2,R
Scary Movie 5,Comedy,3.5,PG-13
Schindler's List,"Biography, Drama, History",8.9,R
School Daze,"Comedy, Drama, Musical",6.0,R
Schulz Saves America,Comedy,7.5,TV-MA
Scissor Seven,"Animation, Action",8.3,TV-14
Scooby-Doo on Zombie Island,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",7.8,TV-G
Scott Pilgrim vs. the World,"Action, Comedy, Fantasy",7.5,PG-13
Scream 2,"Horror, Mystery",6.2,R
Scream 3,"Horror, Mystery",5.6,R
Seal Team Six: The Raid on Osama Bin Laden,"Action, Crime, Drama, Thriller",5.7,Not Rated
Search Party,"Comedy, Crime, Drama",7.7,TV-MA
Searching for Bobby Fischer,"Biography, Drama, Sport",7.4,PG
Searching for Sugar Man,"Documentary, Biography, Music",8.2,PG-13
Season of the Witch,"Action, Adventure, Fantasy",5.4,PG-13
Sebastián Marcelo Wainraich,Comedy,6.4,TV-MA
Sebastian Maniscalco: Stay Hungry,Comedy,7.1,TV-MA
Sebastian Maniscalco: What's Wrong with People?,Comedy,8.1,TV-14
Sebastian Maniscalco: Why Would You Do That?,Comedy,7.4,TV-14
Kingsman: The Secret Service,"Action, Adventure, Comedy",7.7,R
Secret in Their Eyes,"Crime, Drama, Mystery",6.3,PG-13
Secret Obsession,Thriller,4.4,TV-14
Secret Superstar,"Drama, Music",7.8,Not Rated
Secrets of Her Majesty's Secret Service,Documentary,6.6,TV-PG
Secrets of Scotland Yard,Mystery,6.1,Passed
Security,"Action, Crime, Thriller",5.7,R
See You Yesterday,"Action, Adventure, Crime",5.2,TV-MA
Seeing Allred,Documentary,7.2,TV-14
Selfless,Thriller,4.3,R
Semana Santa,"Drama, Thriller",4.3,R
Senna,"Documentary, Biography, Sport",8.5,PG-13
Seoul Searching,"Comedy, Drama, Music",7.0,TV-MA
Septembers of Shiraz,Thriller,6.2,PG-13
Sergio,"Biography, Drama, History",6.1,R
Seriously Single,"Comedy, Romance",4.5,TV-MA
Set It Up,"Comedy, Romance",6.5,TV-14
Set Up,"Short, Crime",5.3,R
Seth Meyers: Lobby Baby,Comedy,7.5,TV-MA
Seth Rogen's Hilarity for Charity,Comedy,5.0,TV-MA
Settai,"Action, Comedy, Crime",4.5,Not Rated
Seven in Heaven,"Drama, Horror, Mystery",5.4,PG-13
Seven Pounds,Drama,7.6,PG-13
Seven Sundays,"Comedy, Drama",7.7,TV-PG
Seventeen,Documentary,7.9,Not Rated
Seventh Son,"Action, Adventure, Fantasy",5.5,PG-13
Sex and the City 2,"Comedy, Drama, Romance",4.5,R
Sex Doll,Thriller,4.5,Unrated
Sex Drive,"Comedy, Romance",6.5,R
"Sexo, pudor y lágrimas","Comedy, Drama",6.7,R
Sextuplets,Comedy,4.4,TV-14
SGT. Will Gardner,"Action, Adventure, Drama",5.9,Not Rated
Shéhérazade,"Drama, Romance, Thriller",7.1,TV-MA
Shadow,Horror,5.4,Not Rated
Shahanpan Dega Deva,Comedy,5.0,Not Rated
Shaitan,"Action, Crime, Drama",7.2,Not Rated
Shanghai,"Crime, Drama, Mystery",7.2,Not Rated
Shattered Memories,"Crime, Thriller",4.2,Unrated
Shaun the Sheep: The Farmer's Llamas,"Animation, Comedy, Family",6.9,TV-G
Shaurya: It Takes Courage to Make Right... Right,"Crime, Drama, Thriller",7.3,Not Rated
Shawn Mendes: In Wonder,"Documentary, Music",6.6,TV-MA
She's Dating the Gangster,"Comedy, Drama, Romance",7.2,TV-PG
She's Out of My League,"Comedy, Romance",6.4,R
She's the One,"Comedy, Drama, Romance",6.0,R
Shelter,"Drama, Romance, Sport",7.7,R
Shepherds and Butchers,"Crime, Drama, Mystery",6.8,R
Sherlock Holmes,"Action, Adventure, Mystery",7.6,PG-13
Shimmer Lake,"Crime, Drama, Mystery",6.3,Not Rated
Shine Your Eyes,"Drama, Thriller",6.6,TV-MA
Shiva,"Action, Crime, Drama",8.1,Not Rated
Shootout at Lokhandwala,"Action, Crime, History",7.1,Not Rated
Shopkins: Chef Club,"Animation, Short, Family",5.1,Not Rated
Shopkins Wild,"Animation, Family",5.7,Not Rated
Shopkins World Vacation,Animation,5.5,Not Rated
Short Term 12,Drama,8.0,R
Shorts,"Adventure, Comedy, Drama",4.7,PG
Shot Caller,"Crime, Drama, Thriller",7.3,R
SHOT! The Psycho-Spiritual Mantra of Rock,"Documentary, Biography, Music",6.8,Not Rated
Shrek the Musical,"Comedy, Family, Fantasy",7.0,TV-G
Shuddhi,"Crime, Drama, Thriller",7.9,Not Rated
Shutter,"Horror, Mystery, Thriller",7.1,Not Rated
Sicilian Ghost Story,"Crime, Drama, Fantasy",6.4,Not Rated
Sierra Burgess Is a Loser,"Comedy, Drama, Romance",5.8,PG-13
Silencer,"Action, Drama, Thriller",3.9,Not Rated
Silent Hill: Revelation,"Action, Adventure, Fantasy",5.0,R
Silver Linings Playbook,"Comedy, Drama, Romance",7.7,R
Simon Killer,"Drama, Thriller",6.3,Not Rated
Singapore,"Action, Adventure, Crime",6.4,Passed
Singh Saab the Great,"Action, Drama",5.6,Not Rated
Singham,"Action, Crime, Drama",6.8,Not Rated
Single,"Comedy, Romance",6.8,TV-14
Singularity,"Action, Adventure, Drama",3.7,PG-13
Sinister 2,"Horror, Mystery, Thriller",5.3,R
Siren,"Drama, Fantasy",7.0,TV-PG
Sister Cities,Drama,6.8,TV-14
Sister Code,"Comedy, Drama, Romance",4.7,R
Skin,"Biography, Crime, Drama",6.9,R
Skin Trade,"Action, Crime, Thriller",5.6,R
Skins,Drama,8.2,TV-MA
Skyline,"Action, Sci-Fi, Thriller",4.4,PG-13
Slam,Drama,7.1,R
Sleeping with Other People,"Comedy, Drama, Romance",6.5,R
Sleepover,"Comedy, Family, Romance",5.4,PG
Sling Blade,Drama,8.0,R
Sliver,"Drama, Thriller",5.1,R
Slow Country,"Action, Drama",4.8,TV-MA
Slow West,"Action, Adventure, Drama",6.9,R
Small Crimes,"Crime, Drama, Thriller",5.8,TV-MA
Small Soldiers,"Action, Adventure, Comedy",6.2,PG-13
Small Town Crime,"Crime, Mystery, Thriller",6.6,R
Smart People,"Comedy, Drama, Romance",6.1,R
Smoke,"Comedy, Drama",7.4,R
Smosh: The Movie,"Adventure, Comedy, Fantasy",3.3,PG-13
Sniper Special Ops,"Action, Drama, War",3.1,R
Snow Day,"Adventure, Comedy, Family",5.1,PG
Snowden,"Biography, Crime, Drama",7.3,R
Snowpiercer,"Action, Drama, Sci-Fi",7.1,R
Socha Na Tha,"Comedy, Drama, Romance",7.4,Not Rated
Sofía Niño de Rivera: Selección natural,Comedy,6.9,TV-MA
Soldier,"Action, Drama, Sci-Fi",6.1,R
Solo,"Action, Sci-Fi, Thriller",4.0,PG-13
Sólo con tu pareja,"Comedy, Romance",6.9,Not Rated
Solo: A Star Wars Story,"Action, Adventure, Sci-Fi",6.9,PG-13
Solomon Kane,"Action, Adventure, Fantasy",6.1,R
Some Freaks,"Comedy, Drama, Romance",6.3,Not Rated
Someone Great,"Comedy, Romance",6.2,R
Something's Gotta Give,"Comedy, Drama, Romance",6.7,PG-13
Sommore: Chandelier Status,Comedy,6.6,Not Rated
Son of a Gun,"Action, Crime, Drama",6.4,R
Soni,"Crime, Drama",7.1,TV-MA
Soorma,"Biography, Drama, Sport",7.4,PG-13
Soul Surfer,"Biography, Drama, Family",7.0,PG
Soul to Keep,"Horror, Thriller",4.3,Not Rated
Space Cowboys,"Action, Adventure, Thriller",6.5,PG-13
Sparkle,"Drama, Music",5.7,PG-13
Special Correspondents,Comedy,5.8,TV-MA
Spectral,"Action, Adventure, Sci-Fi",6.3,PG-13
Speech & Debate,"Comedy, Drama",5.9,PG-13
Spenser Confidential,"Action, Comedy, Crime",6.2,R
SPF-18,"Drama, Romance, Sport",3.2,PG-13
Spider-Man 3,"Action, Adventure, Sci-Fi",6.2,PG-13
Spider-Man: Into the Spider-Verse,"Animation, Action, Adventure",8.4,PG
Spirit Riding Free: Ride Along Adventure,"Animation, Short, Action",6.0,TV-Y7
Spivak,Comedy,5.6,TV-MA
Splatter,Horror,3.1,TV-14
Spookley and the Christmas Kittens,"Animation, Short, Adventure",3.8,Not Rated
Spookley the Square Pumpkin,"Animation, Family",4.9,G
Spotlight,"Biography, Crime, Drama",8.1,R
Spring Breakers,"Crime, Drama",5.3,R
Springsteen on Broadway,"Documentary, Music",8.5,TV-MA
Spy Kids,"Action, Adventure, Comedy",5.5,PG
Spy Kids 3: Game Over,"Action, Adventure, Comedy",4.3,PG
Spyder,"Action, Crime, Thriller",6.6,Not Rated
St. Agatha,"Horror, Thriller",4.9,TV-MA
Staged Killer,Thriller,3.5,TV-14
Standoff,"Drama, Thriller",6.1,R
Star Wars: Episode VIII - The Last Jedi,"Action, Adventure, Fantasy",7.0,PG-13
Stardust,"Adventure, Family, Fantasy",7.6,PG-13
Starred Up,"Crime, Drama",7.4,Not Rated
Starsky & Hutch,"Comedy, Crime",6.1,PG-13
Steal a Pencil for Me,"Documentary, Romance",7.5,Not Rated
Steel Rain 2,"Action, Drama, Thriller",6.2,Not Rated
Step Brothers,Comedy,6.9,R
Step Sisters,Comedy,5.5,PG-13
Stephanie,"Horror, Mystery",5.8,R
Steve Jobs,"Biography, Drama",7.2,R
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Comedy,7.1,TV-14
Still,"Drama, Fantasy, Mystery",5.2,Not Rated
Stink!,Documentary,7.2,Not Rated
Straight Up,"Comedy, Romance",6.9,Not Rated
Strange But True,Thriller,5.9,PG-13
Strange Voices,Drama,6.5,Not Rated
Strange Weather,Drama,6.0,R
Stranger Than Fiction,"Comedy, Drama, Fantasy",7.5,PG-13
Stree,"Comedy, Horror",7.6,Not Rated
Strictly Ballroom,"Comedy, Drama, Music",7.2,PG
Stripes,"Comedy, War",6.9,R
Striptease,"Comedy, Crime, Drama",4.5,R
Stuart Little,"Adventure, Comedy, Family",5.9,PG
Stuart Little 2,"Animation, Adventure, Comedy",5.5,PG
Submission,"Drama, Mystery, Romance",5.5,TV-MA
Sudani from Nigeria,"Comedy, Sport",8.2,Not Rated
Suffragette,"Drama, History",6.9,PG-13
Sugar High,Reality-TV,7.3,TV-G
Sun Dogs,"Comedy, Drama",6.3,TV-MA
Super Dark Times,"Crime, Drama, Horror",6.6,Not Rated
Super Deluxe,"Comedy, Crime, Drama",8.4,Not Rated
Super Nani,"Comedy, Drama, Family",4.7,Not Rated
Superbad,Comedy,7.6,R
Superfly,"Action, Crime, Thriller",5.2,R
Supergirl,"Action, Adventure, Drama",6.2,TV-PG
Superman Returns,"Action, Sci-Fi",6.0,PG-13
Supernatural,"Drama, Fantasy, Horror",8.4,TV-14
Superstar,"Comedy, Romance",5.1,PG-13
Sur: The Melody of Life,"Drama, Musical, Romance",6.5,Not Rated
Surat dari Praha,"Drama, Musical, Romance",7.2,TV-14
Surf's Up,"Animation, Adventure, Comedy",6.7,PG
Surga Yang Tak Dirindukan,"Drama, Romance",7.8,TV-14
Surga Yang Tak Dirindukan 2,"Drama, Romance",7.1,TV-14
Survivors Guide to Prison,Documentary,7.1,TV-MA
Susanne Bartsch: On Top,"Documentary, Biography",6.7,Not Rated
Svaha: The Sixth Finger,"Crime, Horror, Mystery",6.3,Not Rated
"Swades: We, the People","Drama, Musical",8.2,Not Rated
Swami,Drama,6.9,Not Rated
Swearnet: The Movie,Comedy,5.9,NC-17
Sweeney Todd: The Demon Barber of Fleet Street,"Drama, Horror, Musical",7.3,R
Sweet Virginia,"Action, Drama, Thriller",6.2,R
Sweetheart,"Adventure, Horror, Sci-Fi",5.8,PG-13
Swiped,"Comedy, Romance",3.0,TV-14
Swiss Army Man,"Comedy, Drama, Fantasy",7.0,R
Swordfish,"Action, Crime, Thriller",6.5,R
Sylvia,"Biography, Drama, Romance",6.3,R
Taal,"Drama, Musical, Romance",6.7,Not Rated
Taare Zameen Par,"Drama, Family",8.4,PG
Tahaan,Drama,7.1,Not Rated
Take Me,"Comedy, Crime, Mystery",6.1,TV-MA
Take Me Home Tonight,"Comedy, Drama, Romance",6.3,R
Take the Ball Pass the Ball: The Making of the Greatest Team in the World,"Documentary, Sport",8.0,Not Rated
Takers,"Action, Crime, Thriller",6.2,PG-13
Talaash,"Crime, Drama, Mystery",7.2,Not Rated
Tales from the Hood 2,"Comedy, Horror",4.4,R
Tall Girl,"Comedy, Drama, Family",5.2,TV-PG
Tamanchey: Pyar Mein Dil Pe Maar De Goli,"Crime, Romance",4.5,Unrated
Tamasha,"Comedy, Drama, Romance",7.3,Not Rated
Tanu Weds Manu,"Comedy, Drama, Romance",6.8,Not Rated
Target,"Action, Adventure, Crime",6.0,R
Tarung Sarung,"Action, Adventure, Drama",6.4,TV-14
Tarzan,"Animation, Adventure, Comedy",7.3,G
Tarzan 2: The Legend Begins,"Animation, Adventure, Comedy, Family",5.6,G
Tau,"Sci-Fi, Thriller",5.8,R
Taxi Driver,"Crime, Drama",8.2,R
Taylor Tomlinson: Quarter-Life Crisis,Comedy,7.4,TV-14
Tears of the Sun,"Action, Drama, Thriller",6.6,R
Teefa in Trouble,"Action, Comedy, Crime",7.2,Not Rated
Teen Patti,"Crime, Drama, Thriller",4.1,Not Rated
Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy",5.8,PG-13
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Action, Adventure, Comedy",6.0,PG
Tees Maar Khan,"Comedy, Crime",2.6,Not Rated
Temple,"Adventure, Drama, Horror",3.6,TV-MA
Tere Naal Love Ho Gaya,"Comedy, Drama, Romance",5.8,Not Rated
Term Life,"Action, Crime, Drama",5.6,R
Terminator 3: Rise of the Machines,"Action, Sci-Fi",6.3,R
Terminator Salvation,"Action, Sci-Fi",6.5,PG-13
Terra,"Animation, Action, Adventure",6.5,PG
Terrifier,"Horror, Thriller",5.7,Unrated
Tezz,"Action, Crime, Drama",3.9,Not Rated
Thaandavam,"Action, Thriller",6.1,Not Rated
Thambi,"Action, Thriller",6.8,Not Rated
Thank You,Comedy,4.7,Not Rated
That Thing Called Tadhana,"Comedy, Drama, Romance",7.4,TV-PG
The 2nd,"Action, Drama",3.8,Not Rated
The Adderall Diaries,"Crime, Drama, Thriller",5.1,R
The Adventure Club,"Adventure, Family",5.1,TV-PG
The Adventures of Sharkboy and Lavagirl 3-D,"Action, Adventure, Comedy",3.7,PG
The Adventures of Tintin,"Animation, Action, Adventure",7.3,PG
The After Party,"Comedy, Music",5.8,Not Rated
The Amazing Praybeyt Benjamin,"Action, Comedy, Fantasy",4.1,TV-PG
The American Bible Challenge,"Family, Game-Show",6.3,TV-G
The American Meme,Documentary,6.6,TV-MA
The American President,"Comedy, Drama, Romance",6.8,PG-13
The Amityville Horror,Horror,6.0,R
The Angel,"Biography, Drama, Thriller",6.6,TV-MA
The Angry Birds Movie 2,"Animation, Action, Adventure",6.4,PG
The Art of the Steal,"Comedy, Crime, Thriller",6.3,R
The Art of War,"Action, Adventure, Crime",5.7,R
The Artist,"Comedy, Drama, Romance",7.9,PG-13
The Assignment,"Action, Crime, Thriller",6.8,R
The Autopsy of Jane Doe,"Horror, Mystery, Thriller",6.8,R
The B-Side: Elsa Dorfman's Portrait Photography,Documentary,6.7,R
The Babysitter,"Comedy, Horror",6.3,TV-MA
The Babysitter: Killer Queen,"Comedy, Horror",5.8,TV-MA
The Bachelors,"Comedy, Drama",6.8,Unrated
The Bad Batch,"Action, Horror, Mystery",5.3,R
The Bad Education Movie,Comedy,5.8,Not Rated
The Ballad of Buster Scruggs,"Comedy, Drama, Musical",7.3,R
The Ballad of Lefty Brown,"Action, Drama, Western",6.3,R
The Basement,Horror,4.3,TV-MA
The Battle of Midway,"Documentary, Short, War",6.1,TV-PG
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,Documentary,7.1,TV-MA
The Binding,"Drama, Horror, Thriller",3.6,Not Rated
The Black Godfather,Documentary,7.4,TV-MA
The Black Prince,"Drama, History",6.6,PG-13
The Black Room,"Comedy, Horror",3.3,Not Rated
The Blazing Sun,Western,6.3,Passed
The Bleeder,"Biography, Drama, Sport",6.5,R
The Bling Ring,"Biography, Crime, Drama",5.6,R
The Blue Umbrella,"Animation, Short, Drama",7.6,G
The Body,"Drama, Mystery, Romance",5.4,PG-13
The Body Remembers When the World Broke Open,Drama,6.9,TV-MA
The Book of Eli,"Action, Adventure, Drama",6.9,R
The Boss Baby: Get That Baby!,"Animation, Short, Adventure",4.9,TV-Y7
Marry the Boss's Daughter,"Comedy, Romance",6.3,Approved
The Bounty Hunter,"Action, Comedy, Romance",5.6,PG-13
The Box,"Drama, Mystery, Thriller",5.6,PG-13
The Boy,"Horror, Mystery, Thriller",6.0,PG-13
The Boy Who Cried Werewolf,"Comedy, Family, Fantasy, Horror",6.0,TV-PG
The Boy Who Harnessed the Wind,"Biography, Drama, History",7.6,TV-PG
The Boys in the Band,Drama,6.8,R
The Brave One,"Action, Crime, Drama",6.7,R
The Breadwinner,"Animation, Drama, Family",7.7,PG-13
The Break-Up,"Comedy, Drama, Romance",5.8,PG-13
The Breakup Playlist,"Drama, Music, Romance",6.5,TV-PG
The Bridge,"Crime, Drama, Mystery",7.6,TV-MA
The Bros.,"Comedy, Music",3.0,R
The Brothers Grimm,"Action, Adventure, Comedy",5.9,PG-13
The Bucket List,"Adventure, Comedy, Drama",7.4,PG-13
The Bye Bye Man,"Drama, Fantasy, Horror",4.2,PG-13
The Bygone,"Crime, Drama, Mystery",5.7,TV-MA
The Cakemaker,"Drama, Romance",7.3,Not Rated
The Call,"Crime, Drama, Horror",6.7,R
The Captive,"Crime, Drama, Mystery",5.9,R
The Car,"Action, Horror, Mystery",6.2,PG
The Carter Effect,"Documentary, Sport",7.1,TV-14
The Case for Christ,"Biography, Drama",6.3,PG
The Cat in the Hat Knows a Lot About That!,"Animation, Adventure, Comedy",6.4,TV-Y
The Cell,"Crime, Horror, Sci-Fi",6.4,R
The CEO,"Drama, Mystery, Thriller",5.9,PG-13
The Charnel House,"Horror, Mystery, Thriller",4.4,R
The Chosen,"Drama, History",9.6,TV-PG
The Chosen One,"Comedy, Drama",4.5,PG-13
The Christmas Candle,"Drama, Family",6.2,PG
The Christmas Chronicles,"Adventure, Comedy, Family",7.0,PG
The Christmas Chronicles: Part Two,"Adventure, Comedy, Family",6.0,PG
The Christmas Project,Family,5.4,TV-PG
The Cincinnati Kid,Drama,7.3,TV-14
The Clapper,"Comedy, Drama",5.1,R
The Climb,"Comedy, Drama",6.7,R
The Cloverfield Paradox,"Action, Horror, Sci-Fi",5.5,PG-13
The Coldest Game,"History, Sport, Thriller",6.2,TV-MA
The Command,"Romance, Western",6.4,Approved
The Company Men,Drama,6.7,R
The Competition,"Drama, Romance, Music",6.7,PG
The Con Is On,"Comedy, Crime",4.0,R
The Confirmation,"Adventure, Comedy, Drama",6.4,PG-13
The Congress,"Animation, Drama, Sci-Fi",6.5,Not Rated
The Conjuring,"Horror, Mystery, Thriller",7.5,R
The Craft,"Drama, Fantasy, Horror",6.4,R
The Crew,"Comedy, Crime",5.6,PG-13
The Croods,"Animation, Adventure, Comedy",7.2,PG
The Crow,"Action, Fantasy, Thriller",7.6,R
The Cruise,Documentary,7.7,PG-13
The Crying Game,"Crime, Drama, Romance",7.2,R
The D Train,"Comedy, Drama",5.0,R
The Da Vinci Code,"Mystery, Thriller",6.6,PG-13
The Dancer,Drama,5.8,PG-13
The Danish Girl,"Biography, Drama, Romance",7.1,R
The Dark Crystal,"Adventure, Family, Fantasy",7.2,PG
The Darkness,"Horror, Thriller",4.5,PG-13
The Dawn Wall,"Documentary, Biography, Sport",8.1,Not Rated
The Death of Stalin,"Comedy, Drama, History",7.3,R
The Debt Collector,"Action, Comedy",5.8,Not Rated
The Departed,"Crime, Drama, Thriller",8.5,R
The Desert Bride,"Action, Romance, Drama",6.2,Passed
The Detained,"Comedy, Drama, Horror",3.4,Unrated
The Devil All the Time,"Crime, Drama, Thriller",7.1,R
The Devil Inside,Horror,4.2,R
The Diabolical,"Horror, Sci-Fi",4.7,TV-MA
The Dirt,"Biography, Comedy, Drama",7.0,TV-MA
The Disaster Artist,"Biography, Comedy, Drama",7.4,R
The Discovery,"Drama, Romance, Sci-Fi",6.3,TV-MA
The Do-Over,"Action, Adventure, Comedy",5.7,TV-MA
The Doll,"Horror, Thriller",5.2,TV-MA
The Doll 2,"Horror, Thriller",5.3,TV-MA
The Drowning,"Drama, Thriller",4.4,Not Rated
The Duel,"Drama, Western",5.8,R
The Dukes of Hazzard,Comedy,5.1,PG-13
The Dukes of Hazzard: The Beginning,"Action, Adventure, Comedy",4.5,R
The Eddy,"Drama, Music",7.2,TV-MA
The Edge of Seventeen,"Comedy, Drama",7.3,R
The End,"Comedy, Drama",6.2,R
The End of the Tour,"Biography, Drama",7.3,R
The Endless,"Drama, Fantasy, Horror",6.5,Not Rated
The Evil Dead,Horror,7.5,NC-17
The Exception,"Drama, Romance, War",6.8,R
The Eyes of My Mother,"Drama, Horror, Thriller",6.2,R
The F**k-It List,Comedy,5.1,TV-MA
The Family,"Comedy, Crime, Thriller",6.3,R
The Fear,Horror,3.7,R
The Feels,"Comedy, Romance",5.1,TV-MA
The Fighter,"Biography, Drama, Sport",7.8,R
The Final Destination,"Action, Horror, Thriller",5.2,R
The First Wives Club,Comedy,6.4,PG
The Flash,"Action, Adventure, Drama",7.6,TV-PG
The Flintstones,"Comedy, Family, Fantasy",4.9,PG
The Flintstones in Viva Rock Vegas,"Comedy, Family, Romance",3.7,PG
The Florida Project,Drama,7.6,R
The Forbidden Kingdom,"Action, Adventure, Fantasy",6.6,PG-13
The Foreigner,"Action, Thriller",7.0,R
The Forest,"Horror, Mystery, Thriller",4.8,PG-13
The Forgotten,"Drama, Mystery, Sci-Fi",5.8,PG-13
The Forty-Year-Old Version,"Comedy, Drama",7.2,R
The Founder,"Biography, Drama",7.2,PG-13
The Free Man,"Documentary, Action, Sport",6.2,Not Rated
The Frozen Ground,"Crime, Thriller",6.4,R
The Fundamentals of Caring,"Comedy, Drama",7.3,TV-MA
The Gathering,"Action, Adventure, Drama, Mystery, Sci-Fi",6.6,Unrated
The Ghost Who Walks,"Crime, Drama",5.4,TV-MA
The Giant,"Crime, Mystery, Thriller",4.2,Unrated
The Girl with the Dragon Tattoo,"Crime, Drama, Mystery",7.8,R
The Good Catholic,"Comedy, Drama",5.3,PG-13
The Good Neighbor,"Crime, Drama, Horror",6.3,Not Rated
"The Goods: Live Hard, Sell Hard",Comedy,5.8,R
The Gospel of John,Drama,7.8,Unrated
The Gospel of Luke,Drama,7.1,Not Rated
The Great Raid,"Action, Drama, War",6.7,R
The Green Hornet,"Action, Comedy, Crime",5.8,PG-13
The Green Inferno,"Adventure, Horror",5.3,R
The Guernsey Literary and Potato Peel Pie Society,"Drama, Romance, War",7.4,TV-14
The Half of It,"Comedy, Drama, Romance",6.9,PG-13
The Happytime Murders,"Action, Comedy, Crime",5.4,R
The Hard Way,"Action, Comedy, Crime",6.4,R
The Hateful Eight,"Crime, Drama, Mystery",7.8,R
The Hatred,"Drama, Horror, Mystery",3.6,R
The Haunting of Molly Hartley,"Drama, Horror, Thriller",3.9,PG-13
The Healer,"Comedy, Drama, Family",6.3,Not Rated
The Heartbreak Kid,"Comedy, Romance",5.8,R
The Help,Drama,8.0,PG-13
The Heyday of the Insensitive Bastards,"Comedy, Drama",4.4,Not Rated
The Highwaymen,"Biography, Crime, Drama",6.9,R
The History of Future Folk,"Comedy, Music, Sci-Fi",7.1,Not Rated
The Holiday Calendar,"Drama, Fantasy, Romance",5.7,TV-PG
The Hollow Point,"Crime, Drama, Thriller",5.4,R
The Holy Man,"Action, Drama, Sport",7.8,PG-13
The House Next Door,Horror,6.8,Not Rated
The Humanity Bureau,"Sci-Fi, Thriller",4.6,R
The Hummingbird Project,"Drama, Thriller",6.2,R
The Hundred-Foot Journey,"Comedy, Drama",7.3,PG
The Hurricane Heist,"Action, Adventure, Crime",5.1,PG-13
The Hurt Business,"Documentary, Sport",6.5,PG-13
The Imaginarium of Doctor Parnassus,"Adventure, Comedy, Fantasy",6.8,PG-13
"Signed, Sealed, Delivered: The Impossible Dream",Drama,7.8,Not Rated
The Incident,"Horror, Thriller",5.7,Not Rated
The Incredible Jessica James,Comedy,6.5,TV-MA
The Indian in the Cupboard,"Drama, Family, Fantasy",6.0,PG
The Informant!,"Biography, Comedy, Crime",6.4,R
The Interview,"Action, Adventure, Comedy",6.5,R
The Invention of Lying,"Comedy, Fantasy, Romance",6.4,PG-13
The Invitation,"Drama, Mystery, Thriller",6.6,Not Rated
The Irishman,"Biography, Crime, Drama",7.8,R
The Iron Lady,"Biography, Drama",6.4,PG-13
The Island,"Action, Sci-Fi, Thriller",6.8,PG-13
The Jane Austen Book Club,"Comedy, Drama, Romance",6.8,PG-13
The Journey Is the Destination,Drama,6.3,R
The Karate Kid,"Action, Drama, Family",7.3,PG
The Keeping Hours,"Drama, Fantasy, Horror",6.4,PG-13
The Killer,"Action, Crime, Drama",4.7,Not Rated
The Killing of a Sacred Deer,"Drama, Horror, Mystery",7.0,R
The Kindergarten Teacher,"Drama, Thriller",6.7,R
The King,"Biography, Drama, History",7.2,R
The King's Speech,"Biography, Drama, History",8.0,R
The Kissing Booth,"Comedy, Romance",6.0,TV-14
