Title,Genre,IMDB Rating,Rating
Habibie & Ainun,"Biography, Drama, Romance",7.6,TV-14
Haider,"Action, Crime, Drama",8.1,Not Rated
"Hail, Caesar!","Comedy, Drama, Music",6.3,PG-13
Hairspray,"Comedy, Drama, Musical",6.7,PG
Half Girlfriend,"Drama, Romance",4.4,TV-PG
Halo Legends,"Animation, Action, Adventure, Sci-Fi",6.6,PG-13
Halo: The Fall of Reach,"Animation, Action, Adventure",5.7,TV-14
Hamburger Hill,"Action, Drama, Thriller",6.7,R
Handsome Devil,"Comedy, Drama, Sport",7.1,TV-MA
Handsome: A Netflix Mystery Movie,"Comedy, Mystery",5.2,TV-MA
Hangman,"Crime, Drama, Mystery",5.2,R
Hannah Gadsby: Douglas,Comedy,7.9,TV-MA
Hannah Gadsby: Nanette,"Documentary, Comedy",8.3,TV-MA
Hannibal Buress: Comedy Camisado,Comedy,6.6,TV-MA
Hans Zimmer: Live in Prague,"Documentary, Music",9.1,E
Happy Anniversary,Comedy,5.7,TV-MA
Happy Go Lucky,"Comedy, Musical, Romance",6.2,Approved
Happy New Year,"Action, Comedy, Crime",5.0,Not Rated
Hard Kill,"Action, Thriller",3.3,R
Hard Tide,"Drama, Thriller",5.0,Not Rated
Hardcore Henry,"Action, Adventure, Sci-Fi",6.7,R
Harishchandrachi Factory,"Biography, Comedy, Drama",8.4,Not Rated
Harold,Comedy,5.5,PG-13
Harold,Comedy,5.5,PG-13
Harriet the Spy: Blog Wars,"Comedy, Family",4.7,TV-PG
Harry Benson: Shoot First,Documentary,7.3,Unrated
Harud,Drama,6.4,Not Rated
Hasee Toh Phasee,"Comedy, Romance",6.8,Not Rated
Haunting on Fraternity Row,"Horror, Mystery, Thriller",3.9,TV-MA
Have a Good Trip: Adventures in Psychedelics,"Documentary, Comedy",6.8,TV-MA
Havenhurst,"Horror, Mystery, Thriller",4.8,Not Rated
Hawaizaada,"Biography, Drama",5.5,Not Rated
Haywire,"Action, Drama, Thriller",5.8,R
He Named Me Malala,"Documentary, Biography",7.0,PG-13
He Never Died,"Comedy, Drama, Fantasy",6.4,R
He's Out There,"Horror, Thriller",5.3,R
Head Count,"Horror, Mystery, Thriller",5.4,Not Rated
Head On,"Drama, Romance",6.6,Not Rated
Headshot,"Action, Drama, Thriller",6.4,Not Rated
Heal,Documentary,7.0,Not Rated
Heartbreakers,"Comedy, Crime, Romance",6.2,PG-13
Heartthrob,"Drama, Romance, Thriller",5.4,Unrated
Bobby the Hedgehog,Animation,4.2,PG
Hell and Back,"Animation, Adventure, Comedy",5.4,R
Hell or High Water,"Action, Crime, Drama",7.6,R
Hellboy,"Action, Fantasy",6.8,PG-13
"Hello, Love, Goodbye","Drama, Romance",7.3,TV-PG
"Hello, Privilege. It's Me, Chelsea",Documentary,4.4,TV-MA
Hemlock Grove,"Drama, Fantasy, Horror",7.1,TV-MA
Heneral Luna,"Action, Biography, History",7.5,R
Her,"Drama, Romance, Sci-Fi",8.0,R
Her Only Choice,Drama,5.4,TV-PG
Hera Pheri,"Action, Comedy, Crime",8.2,Not Rated
Here Alone,"Drama, Horror, Sci-Fi",5.6,Not Rated
Hero,"Comedy, Drama, Romance",6.5,PG-13
Heroine,Drama,5.1,Not Rated
Hickok,Western,4.7,Not Rated
Hidden in Plain Sight,Thriller,4.3,TV-14
Hide,"Action, Crime, Drama",5.3,R
Hide and Seek,"Drama, Horror, Mystery",6.0,R
High Flying Bird,"Drama, Sport",6.2,TV-MA
High Society,"Comedy, Musical, Romance",7.0,Not Rated
Highway,"Crime, Drama, Romance",7.6,Not Rated
Hillbilly Elegy,Drama,6.7,R
Himmatwala,"Action, Comedy, Drama",1.7,Not Rated
His House,"Drama, Horror, Thriller",6.5,TV-14
Hisss,"Comedy, Drama, Horror",2.9,Not Rated
Hit,"Action, Crime, Drama",7.7,Not Rated
Hitch,"Comedy, Romance",6.6,PG-13
Hold the Dark,"Action, Drama, Thriller",5.6,TV-MA
Holding the Man,"Biography, Drama, Romance",7.4,Unrated
Holidate,"Comedy, Romance",6.1,TV-MA
Holiday Rush,"Comedy, Drama, Family",4.9,TV-PG
Holidays,"Fantasy, Horror, Mystery",5.1,Not Rated
Holly Star,Comedy,5.2,PG
Home Is Where the Killer Is,Thriller,4.4,TV-14
Hometown Holiday,Romance,5.1,TV-PG
Honey 2,"Comedy, Drama, Music",5.3,PG-13
Honey: Rise Up and Dance,"Drama, Music",5.1,PG-13
Honeymoon Travels Pvt. Ltd.,"Comedy, Drama, Romance",6.1,Not Rated
Hoodwinked Too! Hood vs. Evil,"Animation, Adventure, Comedy",4.7,PG
Hook,"Adventure, Comedy, Family",6.8,PG
Hop,"Animation, Adventure, Comedy",5.4,PG
Hope Springs Eternal,"Comedy, Drama",4.8,PG
Horns,"Comedy, Crime, Drama",6.5,R
Horrid Henry's Gross Day Out,"Animation, Action, Adventure",6.1,TV-Y
Horse Girl,"Drama, Mystery, Thriller",6.0,R
Hostiles,"Drama, Western",7.2,R
Hot Bot,"Comedy, Sci-Fi",3.4,Not Rated
Hot Property,Comedy,4.1,Unrated
Hot Rod,"Comedy, Sport",6.7,PG-13
Hotel for Dogs,"Comedy, Family",5.4,PG
Hotel Transylvania 3: Summer Vacation,"Animation, Adventure, Comedy",6.3,PG
House Arrest,"Comedy, Family",5.8,PG
House at the End of the Street,"Drama, Horror, Thriller",5.6,PG-13
House of the Witch,"Fantasy, Horror, Mystery, Thriller",4.3,Unrated
How High 2,Comedy,3.0,Not Rated
How It Ends,"Action, Drama, Mystery",5.0,TV-MA
How the Beatles Changed the World,"Documentary, History, Music",6.8,TV-PG
How the Grinch Stole Christmas,"Comedy, Family, Fantasy",6.2,PG
How to Be a Latin Lover,"Comedy, Drama",6.0,PG-13
How to Be a Player,Comedy,5.4,R
How to Make an American Quilt,"Comedy, Drama, Romance",6.3,PG-13
How to Train Your Dragon 2,"Animation, Action, Adventure",7.8,PG
Howards End,"Drama, Romance",7.4,PG
Hubie Halloween,"Comedy, Mystery",5.2,PG-13
Hugo,"Drama, Family, Fantasy",7.5,PG
Hulk Vs.,"Animation, Action, Adventure, Fantasy, Sci-Fi",7.0,PG-13
Hum Aapke Hain Koun..!,"Comedy, Drama, Musical",7.5,Not Rated
Hum Saath-Saath Hain,"Drama, Musical",6.3,Not Rated
Humko Deewana Kar Gaye,"Drama, Romance",5.2,Not Rated
Humpty Sharma Ki Dulhania,"Comedy, Drama, Romance",6.0,Not Rated
Hungerford,"Action, Horror, Sci-Fi",3.8,Not Rated
Hunt for the Wilderpeople,"Adventure, Comedy, Drama",7.9,PG-13
Hunt to Kill,"Action, Thriller",5.2,R
The Hunter's Prayer,"Action, Thriller",5.6,R
Hurricane Bianca,"Comedy, Drama",5.9,TV-MA
Husbands in Goa,Comedy,3.7,Not Rated
Hush,"Horror, Thriller",6.6,R
Hustle,"Crime, Drama, Mystery",8.1,TV-14
I Am,Documentary,7.5,Not Rated
I Am Bolt,"Documentary, Biography, Sport",7.1,PG
I Am Kalam,"Comedy, Drama, Family",8.0,Not Rated
I Am Michael,"Biography, Drama, Romance",5.6,Not Rated
I Am Mother,"Drama, Mystery, Sci-Fi",6.7,TV-14
I Am Not Your Negro,"Documentary, History",7.9,PG-13
I Am Vengeance: Retaliation,Action,3.4,R
I Am Woman,"Biography, Drama, Music",6.5,TV-MA
I Am Wrath,"Action, Thriller",5.4,R
I Don't Feel at Home in This World Anymore,"Comedy, Crime, Drama",6.9,TV-MA
I Don't Know How She Does It,"Comedy, Romance",5.0,PG-13
I Hate Luv Storys,"Comedy, Drama, Romance",5.6,Not Rated
I Will Follow,Drama,6.0,Not Rated
"I, Daniel Blake",Drama,7.9,R
I'll See You in My Dreams,"Comedy, Drama, Romance",6.7,PG-13
I'll Sleep When I'm Dead,"Crime, Drama, Mystery",5.8,R
I'm in Love with a Church Girl,"Crime, Drama, Romance",4.4,PG
I'm Thinking of Ending Things,"Drama, Thriller",6.6,R
Ibiza,"Comedy, Romance",5.2,TV-MA
iBoy,"Action, Crime, Sci-Fi",6.0,TV-MA
Icarus,"Documentary, Sport",7.9,TV-MA
Iceman,"Drama, Sci-Fi",6.1,PG
Ideachi Kalpana,Comedy,5.8,Not Rated
Igor,"Animation, Comedy, Family",6.0,PG
Iliza Shlesinger: Confirmed Kills,Comedy,6.6,TV-MA
Iliza Shlesinger: Unveiled,Comedy,6.5,TV-MA
Iliza Shlesinger: War Paint,Comedy,6.7,Not Rated
Imagine That,"Comedy, Drama, Family",5.6,PG
Imperial Dreams,Drama,6.7,TV-MA
In a Valley of Violence,"Action, Western",6.0,R
In Darkness,"Mystery, Thriller",5.8,Not Rated
In Defense of a Married Man,"Crime, Drama",5.6,Not Rated
In Search of Fellini,"Adventure, Biography, Drama",6.2,R
In the Shadow of the Moon,"Crime, Mystery, Sci-Fi",6.2,TV-MA
In the Tall Grass,"Horror, Mystery, Sci-Fi",5.4,TV-MA
Incarnate,"Horror, Thriller",5.3,PG-13
Inception,"Action, Adventure, Sci-Fi",8.8,PG-13
Incoming,"Action, Sci-Fi, Thriller",3.3,TV-MA
Inconceivable,"Drama, Thriller",5.2,R
Lagaan: Once Upon a Time in India,"Drama, Musical, Sport",8.1,PG
Indian Horse,"Drama, Sport",7.3,Not Rated
Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure",6.1,PG-13
Indiana Jones and the Last Crusade,"Action, Adventure",8.2,PG-13
Indiana Jones and the Temple of Doom,"Action, Adventure",7.5,PG
Indiscretion,"Crime, Drama, Romance",4.9,Not Rated
Inequality for All,Documentary,8.0,PG
Inglourious Basterds,"Adventure, Drama, War",8.3,R
Initial D: First Stage,"Animation, Action, Comedy",8.4,TV-PG
Inkaar,"Drama, Romance, Thriller",6.0,Not Rated
Inkheart,"Adventure, Family, Fantasy",6.1,PG
Insan,"Action, Crime, Drama",4.7,Not Rated
Inside Man: Most Wanted,"Action, Crime, Thriller",5.6,R
Insidious,"Horror, Mystery, Thriller",6.8,PG-13
Interrogation,"Action, Thriller",5.0,R
Interview with a Serial Killer,"Documentary, Crime",5.9,PG-13
Into the Forest,"Drama, Thriller",5.8,R
Into the Wild,"Adventure, Biography, Drama",8.1,R
Invictus,"Biography, Drama, History",7.3,PG-13
Inxeba,"Drama, Romance",6.8,Unrated
IO,"Adventure, Drama, Sci-Fi",4.7,TV-14
Ip Man,"Action, Biography, Drama",8.0,R
Iqbal,"Drama, Sport",8.1,Not Rated
Irada Pakka,"Comedy, Drama",5.6,Not Rated
Iron Man,"Action, Adventure, Sci-Fi",7.9,PG-13
Irreplaceable You,"Comedy, Drama, Romance",6.4,TV-MA
Ishqiya,"Comedy, Drama, Romance",7.3,Not Rated
It Comes at Night,"Horror, Mystery, Sci-Fi",6.2,R
It Takes a Man and a Woman,"Comedy, Drama, Romance",6.8,TV-PG
It Takes Two,"Comedy, Family, Romance",5.9,PG
Ittefaq,"Crime, Mystery, Thriller",7.3,Not Rated
Iverson,"Documentary, Biography, Sport",7.1,Not Rated
Jaan-E-Mann: Let's Fall in Love... Again,"Comedy, Drama, Musical",6.1,Not Rated
Jab Harry Met Sejal,"Comedy, Drama, Romance",5.3,Not Rated
Jab We Met,"Comedy, Drama, Romance",7.9,Not Rated
Jack Taylor,"Crime, Drama",7.5,Not Rated
Jack Whitehall: At Large,Comedy,6.9,TV-MA
Jack Whitehall: I'm Only Joking,Comedy,6.6,TV-MA
Jackie Brown,"Crime, Drama, Thriller",7.5,R
Jackpot,"Comedy, Thriller",2.0,Not Rated
Jacob's Ladder,"Drama, Horror, Mystery",7.5,R
Jagga Jasoos,"Action, Adventure, Comedy",6.5,TV-14
Jail,Drama,6.2,Not Rated
Jailbreak,"Action, Comedy",5.5,TV-MA
Jal,Drama,6.7,Unrated
James Acaster: Repertoire,Comedy,8.5,TV-MA
Jarhead: Law of Return,"Action, Drama, War",5.7,R
Jatt James Bond,Comedy,6.7,Not Rated
Jatts in Golmaal,Comedy,6.3,Not Rated
Jay and Silent Bob Strike Back,Comedy,6.8,R
Jefe,Comedy,5.4,TV-MA
Jeff Dunham: All Over the Map,Comedy,7.1,TV-14
Jeff Dunham: Arguing with Myself,Comedy,8.0,Not Rated
Jeff Dunham: Beside Himself,Comedy,6.9,TV-MA
Jeff Dunham: Controlled Chaos,Comedy,7.5,Unrated
Jeff Dunham: Minding the Monsters,Comedy,7.1,TV-MA
Jeff Dunham: Relative Disaster,Comedy,6.4,TV-MA
Jeff Dunham: Unhinged in Hollywood,Comedy,6.7,Unrated
Jeff Dunham's Very Special Christmas Special,Comedy,7.5,Not Rated
Jem and the Holograms,"Adventure, Drama, Family",4.2,PG
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Comedy,6.8,Not Rated
Jenny Slate: Stage Fright,"Comedy, Reality-TV",5.9,TV-MA
Jeremiah Tower: The Last Magnificent,"Documentary, Biography",6.5,R
Jeremy Scott: The People's Designer,"Documentary, Biography",6.5,PG-13
Jerry Before Seinfeld,Comedy,7.0,TV-14
Jerry Seinfeld: 23 Hours to Kill,Comedy,6.7,TV-PG
Jerry Seinfeld: 'I'm Telling You for the Last Time',Comedy,7.9,TV-14
Jersey Boys,"Biography, Drama, Music",6.8,R
Jessica Darling's It List,Family,5.4,Not Rated
Jesus: Countdown to Calvary,"Documentary, Fantasy",7.0,TV-PG
Jezebel,"Drama, Romance",7.5,Approved
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Documentary,7.7,TV-MA
Jim Gaffigan: Beyond the Pale,"Documentary, Comedy",7.9,TV-14
Jim Gaffigan: Cinco,Comedy,7.1,TV-14
Jim Gaffigan: King Baby,"Documentary, Comedy",7.8,TV-PG
Jim Gaffigan: Mr. Universe,"Documentary, Comedy",7.8,Unrated
Jim Gaffigan: Obsessed,"Documentary, Comedy",7.6,TV-14
Jim Jefferies: BARE,Comedy,8.1,TV-MA
Jim Jefferies: Freedumb,Comedy,7.7,TV-MA
Jim Jefferies: This Is Me Now,Comedy,7.4,TV-MA
Jim Norton: Mouthful of Shame,Comedy,6.8,TV-MA
Jimi Hendrix,"Documentary, Biography, Music",7.8,R
Jimmy Carr: Funny Business,Comedy,7.2,Not Rated
Jimmy Neutron: Boy Genius,"Animation, Action, Adventure",6.0,G
Jingle Jangle: A Christmas Journey,"Family, Fantasy, Musical",6.5,PG
Jinxed,"Comedy, Family",6.5,G
Jiro Dreams of Sushi,Documentary,7.9,PG
Jo Koy: In His Elements,Comedy,5.3,TV-MA
Joan Rivers: Don't Start with Me,Comedy,6.6,TV-MA
Jodhaa Akbar,"Action, Drama, History",7.6,Not Rated
Joe Mande's Award-Winning Comedy Special,"Documentary, Comedy",6.1,TV-MA
John Wick,"Action, Crime, Thriller",7.4,R
John Carter,"Action, Adventure, Sci-Fi",6.6,PG-13
John Day,"Action, Crime, Drama",5.6,Not Rated
John Henry,"Drama, Thriller",3.5,R
John Mulaney: The Comeback Kid,Comedy,8.0,TV-MA
John Mulaney: Kid Gorgeous at Radio City,Comedy,8.0,TV-MA
John Mulaney: New in Town,Comedy,8.3,TV-MA
John Mulaney: The Comeback Kid,Comedy,8.0,TV-MA
Joker,"Crime, Drama, Thriller",8.4,R
Jonas,"Comedy, Family, Music",4.7,Not Rated
Jonathan,"Drama, Sci-Fi",5.9,TV-MA
Joseph: King of Dreams,"Animation, Adventure, Biography, Drama, Family, History, Musical",6.5,Unrated
Joy,"Biography, Drama",6.6,PG-13
Juanita,Drama,6.0,TV-MA
Judd Apatow: The Return,Comedy,6.2,TV-14
Judge Singh LLB,Drama,7.3,Not Rated
Judwaa 2,"Action, Comedy",3.6,TV-14
Judy Moody and the Not Bummer Summer,"Comedy, Family",4.3,PG
Julie,"Crime, Drama, Film-Noir",6.2,Approved
Julie and the Phantoms,"Short, Adventure, Comedy",8.5,TV-G
Jumping the Broom,"Comedy, Drama",5.7,PG-13
Junebug,"Comedy, Drama",6.9,R
Jupiter Ascending,"Action, Adventure, Sci-Fi",5.3,PG-13
Just Friends,"Comedy, Romance",6.2,PG-13
Just the Way You Are,"Comedy, Romance",5.9,TV-G
Justin Bieber: Never Say Never,"Documentary, Music",1.6,G
Justine,Drama,6.7,TV-MA
K-19: The Widowmaker,"Drama, History, Thriller",6.7,PG-13
Kaabil,"Action, Crime, Drama",7.1,Not Rated
Kaal,"Adventure, Horror, Mystery",4.6,Not Rated
Kaali Khuhi,"Drama, Horror, Mystery",3.5,TV-14
Kaalia,"Action, Drama",6.8,Not Rated
Kabhi Alvida Naa Kehna,"Drama, Romance",6.1,Not Rated
Kabhi Khushi Kabhie Gham...,"Drama, Musical, Romance",7.4,Not Rated
Kabir Singh,"Action, Drama, Romance",7.1,Not Rated
Kahaani,"Mystery, Thriller",8.1,Not Rated
Kai po che!,"Drama, Sport",7.8,Not Rated
Kajraare,"Crime, Drama, Romance",2.7,Not Rated
Kal Ho Naa Ho,"Comedy, Drama, Musical",7.9,Not Rated
Kalakalappu,Comedy,6.9,Not Rated
Kaleidoscope,Thriller,5.8,Not Rated
Kaminey,"Action, Crime, Drama",7.4,Not Rated
Kapoor & Sons,"Comedy, Drama, Family",7.7,Not Rated
Karthik Calling Karthik,"Drama, Mystery, Romance",7.1,Not Rated
Karzzzz,"Action, Drama, Musical",2.1,Not Rated
Kate,"Action, Adventure, Crime",6.2,R
Kath & Kim,Comedy,8.3,Not Rated
Katherine Ryan: Glitter Room,Comedy,6.7,TV-MA
Katherine Ryan: In Trouble,Comedy,7.0,TV-MA
Katt Williams: Kattpacalypse,Comedy,5.5,TV-MA
Katt Williams Live,"Documentary, Comedy",7.0,Not Rated
Katt Williams: The Pimp Chronicles Pt. 1,"Documentary, Comedy",7.7,TV-MA
Kay Dyache Bola,Comedy,7.0,Not Rated
Keith Richards: Under the Influence,"Documentary, Music",7.1,TV-PG
Kenny Sebastian: The Most Interesting Person in the Room,Comedy,6.1,TV-MA
Kevin Hart: I'm a Grown Little Man,"Documentary, Comedy",7.6,TV-MA
Kevin Hart: Irresponsible,Comedy,6.5,TV-MA
Kevin Hart: Laugh at My Pain,"Documentary, Comedy",7.4,R
Kevin Hart: Let Me Explain,"Documentary, Comedy",6.8,R
Kevin Hart: Seriously Funny,Comedy,7.6,TV-MA
Kevin Hart: What Now?,"Documentary, Comedy",5.9,R
Kevin Hart's Guide to Black History,Comedy,5.5,TV-PG
Kevin James: Never Don't Give Up,Comedy,6.1,TV-PG
Kevin James: Sweat the Small Stuff,"Documentary, Comedy",7.5,TV-PG
Kevyn Aucoin: Beauty & the Beast in Me,"Documentary, Biography",6.9,TV-14
Khosla Ka Ghosla!,"Comedy, Crime, Drama",8.3,Not Rated
Khubsoorat,"Comedy, Drama, Family",7.6,Not Rated
Khushi,"Drama, Romance",8.0,Not Rated
Kickboxer: Retaliation,"Action, Drama",5.0,R
Kickboxer: Vengeance,"Action, Crime, Drama",4.9,Not Rated
Kicking and Screaming,"Comedy, Drama, Romance",6.8,R
Kidnapping Mr. Heineken,"Action, Crime, Drama",6.1,R
Kidnapping Stella,"Crime, Thriller",4.8,TV-MA
Kill Bill: Vol. 1,"Action, Crime, Drama",8.1,R
Kill Bill: Vol. 2,"Action, Crime, Thriller",8.0,R
Kill Command,"Action, Horror, Sci-Fi",5.7,Not Rated
Kill Hitler! The Luck of the Devil,"Documentary, History",6.4,PG-13
Kill the Irishman,"Biography, Crime, Drama",7.1,R
Kill the Messenger,"Biography, Crime, Drama",6.9,R
Killa,"Comedy, Drama",7.8,Not Rated
Killer Klowns from Outer Space,"Comedy, Horror, Sci-Fi",6.2,PG-13
Killers,"Action, Comedy, Romance",5.5,PG-13
Killing Hasselhoff,Comedy,4.5,R
Killing Them Softly,"Crime, Drama, Thriller",6.2,R
King Jack,"Adventure, Drama",7.0,Not Rated
King of Boys,"Crime, Drama",5.9,TV-MA
King's Ransom,"Comedy, Crime",4.4,PG-13
Kingpin,"Comedy, Sport",6.9,PG-13
Kings,"Drama, Sci-Fi",8.2,TV-14
Kis Kisko Pyaar Karoon,"Comedy, Romance",5.7,Not Rated
Kisaan,"Action, Crime, Drama",5.3,Not Rated
Kiss Kiss Bang Bang,"Comedy, Crime, Mystery",7.5,R
Kiss the Girls,"Crime, Drama, Mystery",6.6,R
Kita kita,"Comedy, Drama, Romance",7.7,TV-PG
Klaus,"Animation, Adventure, Comedy",8.2,PG
Knock Down the House,Documentary,7.1,PG
Knock Knock,"Drama, Thriller",4.9,R
Know Your Enemy - Japan,"Documentary, History, War",6.0,Not Rated
Knowing,"Action, Drama, Sci-Fi",6.2,PG-13
Kodachrome,Drama,6.8,TV-MA
Koko: The Gorilla Who Talks to People,Documentary,7.6,Not Rated
Kon-Tiki,"Adventure, Biography, Drama",7.2,PG-13
Kraftidioten,"Action, Comedy, Crime",7.2,R
Krisha,Drama,7.1,R
Krishna Cottage,"Horror, Mystery",5.2,Not Rated
Kristy,"Horror, Thriller",5.9,Not Rated
Krystal,"Comedy, Drama",5.5,R
Kucch To Hai,"Horror, Mystery",4.2,Not Rated
Kuch Kuch Hota Hai,"Comedy, Drama, Musical",7.6,Not Rated
Kung Fu Magoo,"Animation, Action, Comedy",5.1,TV-G
Kung Fu Panda Holiday,"Animation, Short, Action",6.8,TV-Y7
Kung Fu Panda: Secrets of the Scroll,"Animation, Short, Action",7.1,TV-Y7
Kuntilanak,"Comedy, Family, Horror",4.8,TV-14
Kurbaan,"Action, Crime, Drama",5.7,Not Rated
Kuromukuro,"Animation, Action, Sci-Fi",7.2,TV-14
Kya Kehna,"Drama, Romance",5.9,Unrated
Kyaa Kool Hai Hum,"Comedy, Mystery",6.1,Unrated
Kygo: Live at the Hollywood Bowl,"Documentary, Music",6.5,Not Rated
Kyo Kii... Main Jhuth Nahin Bolta,"Action, Comedy, Drama",5.4,Not Rated
La última fiesta,"Comedy, Crime",4.4,TV-MA
La Bamba,"Biography, Drama, Music",6.9,PG-13
La Viuda Negra,Crime,7.4,TV-14
Laal Rang,"Comedy, Crime, Drama",8.0,Not Rated
Laatu,Drama,6.6,TV-Y7
Lady Bird,"Comedy, Drama",7.4,R
Lady Bloodfight,"Action, Crime, Drama",5.6,R
Lady Driver,Sport,5.8,PG
Lady in the Water,"Drama, Fantasy, Mystery",5.5,PG-13
Laerte-se,Documentary,7.0,TV-MA
Lagaan: Once Upon a Time in India,"Drama, Musical, Sport",8.1,PG
Lakshya,"Action, Drama, Romance",7.9,Not Rated
Lalbaug Parel: Zali Mumbai Sonyachi,Action,7.3,Not Rated
Lang Tong,Thriller,4.9,TV-MA
Lara and the Beat,"Drama, Music, Romance",6.3,TV-MA
Last Ferry,"Crime, Drama, Thriller",5.1,Not Rated
Last Flight to Abuja,"Action, Drama, Thriller",4.6,TV-14
Last Knights,"Action, Drama, History",6.2,R
Last Night,"Drama, Romance",6.6,R
Last Tango in Halifax,"Comedy, Drama, Romance",8.3,TV-14
Lavell Crawford: Can a Brother Get Some Love,"Documentary, Comedy",7.0,Not Rated
Lawless,"Crime, Drama",7.3,R
Layer Cake,"Action, Crime, Drama",7.3,R
Leap Year,"Comedy, Romance",6.5,PG
Leap Year,"Comedy, Romance",6.5,PG
LeapFrog Letter Factory Adventures: Counting on Lemonade,"Animation, Short, Family",6.8,TV-Y
Leapfrog: Numberland,"Animation, Short",6.2,Not Rated
Leapfrog: Phonics Farm,"Animation, Short",5.9,Not Rated
Left Behind,"Action, Fantasy, Sci-Fi",3.1,PG-13
Legend,"Biography, Crime, Drama",6.9,R
Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Action, Adventure",6.9,PG
Legends of the Hidden Temple,"Adventure, Family, Game-Show",8.1,TV-G
Legion,"Action, Fantasy, Horror",5.3,R
Lego DC Comics: Batman Be-Leaguered,"Animation, Short, Action",6.5,TV-Y7
LEGO Friends: Girls on a Mission,Animation,7.6,TV-Y
Lego Jurassic World: The Indominus Escape,"Animation, Action, Adventure",5.7,Not Rated
Lego Marvel Super Heroes: Avengers Reassembled,"Animation, Action, Adventure, Comedy, Sci-Fi",6.2,Not Rated
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi",5.7,Not Rated
Lens,"Drama, Mystery, Thriller",6.7,Not Rated
Les Misérables,"Drama, Musical, Romance",7.6,PG-13
Let It Snow,"Comedy, Romance",5.8,PG-13
Let There Be Light,Drama,4.7,PG-13
Let's Dance,"Comedy, Drama, Family",6.0,TV-MA
Lez Bomb,"Comedy, Drama",5.2,TV-14
"Liar, Liar, Vampire","Comedy, Family",5.8,TV-G
Life After Beth,"Comedy, Fantasy, Horror",5.7,R
Lifeline,"Action, Sci-Fi, Thriller",6.2,TV-MA
Light in the Dark,Thriller,6.0,TV-14
Like Arrows,Drama,6.5,Not Rated
Like Father,"Comedy, Drama",6.1,TV-MA
Lila,"Animation, Short, Adventure",7.5,Not Rated
Lilli,Thriller,5.7,TV-MA
Lincoln,"Biography, Drama, History",7.3,PG-13
Lingua Franca,Drama,6.4,Unrated
Lionheart,"Action, Crime, Drama",6.2,R
Little Boxes,"Comedy, Drama",5.9,Not Rated
Little Evil,"Comedy, Horror",5.7,TV-MA
Little Men,Drama,6.7,PG
Little Monsters,"Comedy, Horror, Sci-Fi",6.3,R
Little Nicky,"Comedy, Fantasy",5.3,PG-13
Lizzie Borden Took an Ax,"Biography, Crime, Drama, Mystery, Thriller",5.8,TV-14
Lo and Behold: Reveries of the Connected World,Documentary,7.0,PG-13
Lo más sencillo es complicarlo todo,Comedy,3.8,TV-PG
"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime",8.2,R
Locke,Drama,7.1,R
Lockout,"Action, Sci-Fi, Thriller",6.1,PG-13
Logan's Run,"Action, Adventure, Sci-Fi",6.8,PG
Lolita,"Crime, Drama, Romance",7.6,Not Rated
Lommbock,Comedy,6.7,Unrated
Lost Girls,"Crime, Drama, Mystery",6.1,R
Lost in London,"Comedy, Drama",6.2,Not Rated
Love Aaj Kal,"Comedy, Drama, Romance",6.8,Not Rated
Love Beats Rhymes,"Drama, Musical",5.5,R
Love for Sale,"Drama, Romance",7.5,TV-MA
Love Is Blind,"Reality-TV, Romance",6.1,TV-MA
Love Jacked,"Comedy, Romance",5.8,PG-13
Love Jones,"Drama, Romance",7.4,R
Love Per Square Foot,"Comedy, Romance",7.2,TV-14
Love Shot,"Comedy, Crime, Romance",5.5,TV-MA
Love Wedding Repeat,"Comedy, Romance",5.5,TV-MA
Love You... Love You Not,"Comedy, Drama, Romance",5.6,TV-14
"Love, Guaranteed","Comedy, Romance",5.6,TV-PG
"Love, Rosie","Comedy, Romance",7.2,R
Love.com,Thriller,2.3,R
Lovesong,"Drama, Romance",6.3,Not Rated
Loving,"Biography, Drama, Romance",7.0,PG-13
Loving Annabelle,"Drama, Romance",6.3,Not Rated
Loving You,"Drama, Music, Musical",6.5,Approved
"LSD: Love, Sex Aur Dhokha","Comedy, Crime, Drama",7.1,Not Rated
Luciano Mellera: Infantiloide,Comedy,8.3,TV-14
Luck by Chance,Drama,7.1,Not Rated
Lucknow Central,"Action, Crime, Drama",6.3,Not Rated
Lucky: No Time for Love,"Musical, Drama, Romance",4.7,Not Rated
Ludo,"Action, Comedy, Crime",7.6,TV-MA
Luka Chuppi,"Comedy, Romance",6.3,Not Rated
Luv Shuv Tey Chicken Khurana,Comedy,6.6,Not Rated
Ma Rainey's Black Bottom,"Drama, Music",6.9,R
Mac,Drama,6.3,R
Machete Kills,"Action, Crime, Thriller",5.6,R
Macho,"Comedy, Romance",4.3,Unrated
Mad Max,"Action, Adventure, Sci-Fi",6.9,R
Mad Money,"Comedy, Crime, Thriller",5.8,PG-13
Mad Ron's Prevues from Hell,"Horror, Comedy, Documentary",6.1,Not Rated
